"","Androgen","EGFR","Estrogen","Hypoxia","JAK-STAT","MAPK","NFkB","PI3K","TGFb","TNFa","Trail","VEGF","WNT","p53"
"SAM7f0d9cc7f001",0.501202327084813,0.0481403051897762,0.175521670439651,-0.932496396633032,-0.092175193044574,0.006307947520786,1.72858261966861,-1.00961757184729,0.356033124198143,0.335880865957153,0.700174564846386,-0.362059214320684,-0.780070024826196,0.300823867976749
"SAM4305ab968b90",-0.615956795831225,-0.764123264923606,-0.35461161550043,0.34357586506766,-1.75885764817319,0.626192147223636,-1.91475574555241,-0.0655723168766853,-2.42759525527634,-0.911500034266245,-0.853026736109109,1.71082124358451,-0.228807172772938,-0.304542276410043
"SAMcf018fee2acd",0.461030774150299,0.318016962563996,-1.13732028467355,-0.747583165637903,0.273875533102506,-0.330634433399792,-0.0648672645091573,-2.4702705512752,-0.560645591002033,-0.164819955734901,2.03439801789168,-0.105596970398538,0.0298227548846749,1.67823428774881
"SAMcc4675f394a1",0.708340651336115,-0.229449109739751,-0.879667167910258,-0.45101467950415,-0.478251917650965,-1.96120331038764,-1.12802415213619,-0.67496164305272,-0.0431076957260577,0.967063015289295,0.972153464158632,-0.7958874309622,0.705154625716835,0.908103786422819
"SAM49f9b2e57aa5",-0.0525077324829043,0.0238999094748491,0.0906155535213645,-0.168563350893111,-1.33216402626442,0.785099310064374,0.135988617767126,0.144188778629872,-0.550286778322233,-1.1834230564947,-0.505437690984083,-0.745678639127147,0.114206152274328,0.101036453453709
"SAM2e7aa8fa0ab3",-1.73112856733671,-1.32886292288447,-0.893879815820183,0.860734530704065,0.0393097128572464,-1.48801041505734,0.140247458574208,-0.00671281061819084,-0.131494729920062,-0.645402621171688,-0.118102017942277,0.932505964397447,1.44098140356897,0.147146159738315
"SAMdf3e42c8672a",0.43014591487667,1.50829424022276,1.26294632729694,1.86471783642638,0.608844028964011,0.852366602652316,0.614438532853088,1.23604028204655,-0.383480853524494,0.773536742469119,-1.01187649153445,0.132268903803536,0.389648404207173,-0.973536700945024
"SAMd027124354ce",-0.486884003961032,-0.428957153119357,1.98277679446853,1.86939270667137,-0.119402626043375,0.356331595115521,-0.400718670477007,1.86640721399838,-0.216136216442976,-0.418526520901296,-1.4644917015642,-1.16393174803946,-0.708565319114249,-1.42808741111167
"SAMe7bf6c015192",-0.157585425042266,0.480212391069881,-0.340705028111347,0.173828516431692,0.704014141141414,-0.59936752823094,1.00719498334749,0.11245193624228,0.171285571365987,0.535999674146456,1.56538205084502,-0.542378131457993,-0.175758880239431,0.107128265822987
"SAM6dd7ad1d797d",-1.47427184981032,1.79440079468457,2.26574084088425,-0.860587951578688,2.00813973568238,0.43275335173471,1.55749987974988,2.28781574290141,1.51940072767977,1.34949069693871,0.879019807989398,2.12232258624472,0.730157149943444,-0.927286654275007
"SAM18039827e1b9",0.321322086834494,-0.665161830430496,-1.03826786328342,0.510819735031411,-1.1764099036649,0.822900564848599,-0.392770838285755,-0.688390180130047,-0.896394686890645,-0.477443884862368,-0.135611621772851,0.782411736750316,0.904368113894293,-0.166774620761731
"SAMc692536a795a",0.0938145999731334,0.497648256011942,-0.273220653307457,-1.20979070501855,0.630422552924659,-1.81272168255174,0.128854795562907,-0.913699831159416,0.992384773113748,0.0333012258186793,0.863487105111853,-0.887947352337348,-0.861004082819969,-0.159079180815172
"SAM9a2cf3c06fb3",0.916005056553408,0.829181700419048,1.33957559794147,-1.49402011184786,0.885634987865809,1.696838919168,1.10004137523273,0.54994450402526,0.698479439659968,0.334052880894688,-0.0439206634017195,-0.343133715879574,-1.66380139271114,-0.604120510327014
"SAM557dde1b9f3e",-0.160642804981361,-0.157766757664521,-0.165607966915137,-0.352357811819535,0.265411967985976,-0.48378020407324,0.285948879001779,-1.12436359674278,1.51699274078716,0.299899958830839,0.582649165016261,-1.54764236304185,-0.866855528741966,1.16533724555277
"SAM23aa15d4a0b0",-0.355653487639992,-0.056341805112318,-0.329126892949966,0.160711725408663,-0.351525838152739,-0.12170952922031,0.408782075163163,-0.130363527073975,0.0523969167961646,0.0056954098903415,-0.366007594142631,-1.25623072490406,-0.620772803207441,-0.119459082316105
